code_rome,slug,title,grand_domaine_code,grand_domaine,domaine_pro,projets_recrutement,taux_difficulte,is_digital,transition_eco,emploi_reglemente,url
B1616,b1616,Opérateur / Opératrice en horlogerie,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1616
B1701,b1701,Taxidermiste,B,Arts et Façonnage d'ouvrages d'art,Taxidermie,11384,47.9,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1701
B1702,b1702,Technicien / Technicienne en ostéologie-moulage,B,Arts et Façonnage d'ouvrages d'art,Taxidermie,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1702
B1801,b1801,Modiste,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,98,100.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1801
B1802,b1802,Maroquinier / Maroquinière,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,98,100.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1802
B1803,b1803,Couturier / Couturière,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,456,83.3,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1803
B1804,b1804,Brodeur / Brodeuse,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,228,83.3,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/B1804
B1805,b1805,Styliste,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,1838,32.3,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1805
B1806,b1806,Tapissier / Tapissière d'ameublement,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,68,82.4,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/B1806
B1807,b1807,Assistant / Assistante styliste,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1807
B1808,b1808,Premier / Première d'atelier,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1808
B1809,b1809,Sellier / Sellière,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1809
B1810,b1810,Fourreur / Fourreuse,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,0,,False,Emploi Brun,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1810
B1811,b1811,Sellier-garnisseur / Sellière-garnisseuse,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1811
B1812,b1812,Modéliste,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1812
B1813,b1813,Tailleur / Tailleuse,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1813
B1814,b1814,Directeur / Directrice de collection,B,Arts et Façonnage d'ouvrages d'art,Tissu et cuirs,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1814
C1101,c1101,Chargé / Chargée de produit en assurances,C,"Banque, Assurance, Immobilier",Assurance,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1101
C1102,c1102,Conseiller / Conseillère en assurances,C,"Banque, Assurance, Immobilier",Assurance,4436,45.4,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1102
C1103,c1103,Courtier / Courtière en assurance,C,"Banque, Assurance, Immobilier",Assurance,4436,45.4,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/C1103
C1104,c1104,Responsable d'agence en assurances,C,"Banque, Assurance, Immobilier",Assurance,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1104
C1105,c1105,Actuaire,C,"Banque, Assurance, Immobilier",Assurance,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1105
C1106,c1106,Expert / Experte risques en assurances,C,"Banque, Assurance, Immobilier",Assurance,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1106
C1107,c1107,Chargé / Chargée d'indemnisations en assurances,C,"Banque, Assurance, Immobilier",Assurance,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1107
C1108,c1108,Responsable de département en assurances,C,"Banque, Assurance, Immobilier",Assurance,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1108
C1109,c1109,Gestionnaire en assurances,C,"Banque, Assurance, Immobilier",Assurance,1672,31.3,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1109
C1110,c1110,Souscripteur / Souscriptrice en assurances,C,"Banque, Assurance, Immobilier",Assurance,2218,45.4,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1110
C1111,c1111,Mandataire en assurance,C,"Banque, Assurance, Immobilier",Assurance,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/C1111
C1112,c1112,Agent général / Agente générale d'assurance,C,"Banque, Assurance, Immobilier",Assurance,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/C1112
C1113,c1113,Expert / Experte en assurances dommages automobile,C,"Banque, Assurance, Immobilier",Assurance,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/C1113
C1201,c1201,Chargé / Chargée d'accueil en banque,C,"Banque, Assurance, Immobilier",Banque,1212,81.5,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1201
C1202,c1202,Analyste de crédits et risques bancaires,C,"Banque, Assurance, Immobilier",Banque,1458,31.4,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1202
C1203,c1203,Chargé / Chargée d'affaires bancaires entreprise,C,"Banque, Assurance, Immobilier",Banque,921,84.5,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1203
C1204,c1204,Gestionnaire de produits bancaires,C,"Banque, Assurance, Immobilier",Banque,729,31.4,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1204
C1205,c1205,Conseiller / Conseillère en gestion de patrimoine,C,"Banque, Assurance, Immobilier",Banque,921,84.5,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/C1205
C1206,c1206,Conseiller / Conseillère de clientèle bancaire,C,"Banque, Assurance, Immobilier",Banque,1212,81.5,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1206
C1207,c1207,Directeur / Directrice d'agence bancaire,C,"Banque, Assurance, Immobilier",Banque,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1207
C1208,c1208,Courtier / Courtière en banque,C,"Banque, Assurance, Immobilier",Banque,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/C1208
C1209,c1209,Spécialiste de la vérification client,C,"Banque, Assurance, Immobilier",Banque,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/C1209
C1301,c1301,Trader,C,"Banque, Assurance, Immobilier",Finance,11,100.0,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1301
C1302,c1302,Gestionnaire des opérations sur les marchés financiers,C,"Banque, Assurance, Immobilier",Finance,22,100.0,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1302
C1303,c1303,Gérant / Gérante de portefeuille financier,C,"Banque, Assurance, Immobilier",Finance,11,100.0,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1303
C1401,c1401,Agent administratif / Agente administrative banque ou assurance,C,"Banque, Assurance, Immobilier",Gestion administrative banque et assurances,836,31.3,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1401
C1501,c1501,Gestionnaire de copropriété,C,"Banque, Assurance, Immobilier",Immobilier,2979,50.9,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1501
C1502,c1502,Chargé / Chargée de gestion locative en immobilier,C,"Banque, Assurance, Immobilier",Immobilier,2979,50.9,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1502
C1503,c1503,Chargé / Chargée d'affaires immobilières,C,"Banque, Assurance, Immobilier",Immobilier,2979,50.9,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1503
C1504,c1504,Conseiller / Conseillère immobilier,C,"Banque, Assurance, Immobilier",Immobilier,2979,50.9,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/C1504
C1505,c1505,Responsable d'agence immobilière,C,"Banque, Assurance, Immobilier",Immobilier,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/C1505
C1506,c1506,Responsable de projet immobilier,C,"Banque, Assurance, Immobilier",Immobilier,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/C1506
D1101,d1101,Boucher / Bouchère,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,3202,84.3,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1101
D1102,d1102,Boulanger / Boulangère,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,17844,55.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1102
D1103,d1103,Charcutier-traiteur / Charcutière-traiteuse,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,558,84.9,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1103
D1104,d1104,Pâtissier / Pâtissière,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,17844,55.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1104
D1105,d1105,Poissonnier / Poissonnière,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,31066,45.3,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1105
D1106,d1106,Vendeur / Vendeuse en épicerie,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,31066,45.3,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/D1106
D1107,d1107,Vendeur / Vendeuse grossiste en produits frais,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,31066,45.3,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1107
D1108,d1108,Chef boulanger / Cheffe boulangère,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1108
D1109,d1109,Chef boucher / Cheffe bouchère,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Brun,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1109
D1110,d1110,Vendeur ambulant / Vendeuse ambulante,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1110
D1111,d1111,Chef / Cheffe de laboratoire en charcuterie,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1111
D1112,d1112,Chef charcutier-traiteur / Cheffe charcutière-traiteuse,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1112
D1113,d1113,Commercial itinérant / Commerciale itinérante en entreprise de commerce de gros,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1113
D1114,d1114,Torréfacteur / Torréfactrice,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1114
D1115,d1115,Chocolatier / Chocolatière,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1115
D1116,d1116,Négociant / Négociante en bétail,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1116
D1117,d1117,Chef pâtissier / Cheffe pâtissière,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1117
D1118,d1118,Glacier / Glacière,D,"Commerce, Vente et Grande distribution",Commerce alimentaire et métiers de bouche,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1118
D1201,d1201,Brocanteur / Brocanteuse,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,24240,39.6,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1201
D1202,d1202,Coiffeur / Coiffeuse,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,11097,71.4,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1202
D1203,d1203,Agent / Agente de soins en hydrothérapie,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,11097,71.4,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1203
D1204,d1204,Agent technico-commercial / Agente technico-commerciale en location de véhicules,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,6055,63.2,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1204
D1205,d1205,Employé / Employée de pressing,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,4832,51.3,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1205
D1206,d1206,Cordonnier / Cordonnière,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,98,100.0,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1206
D1207,d1207,Retoucheur / Retoucheuse en habillement,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,456,83.3,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1207
D1208,d1208,Esthéticien / Esthéticienne,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,11097,71.4,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1208
D1209,d1209,Fleuriste,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,25946,39.2,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1209
D1210,d1210,Vendeur / Vendeuse en animalerie,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,25946,39.2,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/D1210
D1211,d1211,Vendeur / Vendeuse d'articles de sport et loisirs,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,25946,39.2,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/D1211
D1212,d1212,Vendeur / Vendeuse en équipement de la maison,D,"Commerce, Vente et Grande distribution",Commerce non alimentaire et de prestations de confort,9787,39.3,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/D1212
